pose_id,pose_score,keypoint_id,keypoint_score,keypoint_x,keypoint_y
0,0.880823,0,0.987734,0.424176,0.278426
0,0.880823,1,0.863228,0.426053,0.264135
0,0.880823,2,0.987734,0.413914,0.264664
0,0.880823,3,0.00729063,0.42801,0.270049
0,0.880823,4,0.987206,0.386907,0.272042
0,0.880823,5,0.980577,0.444937,0.344942
0,0.880823,6,0.986878,0.34856,0.373639
0,0.880823,7,0.970284,0.464445,0.447961
0,0.880823,8,0.919147,0.334058,0.474823
0,0.880823,9,0.977841,0.468455,0.540847
0,0.880823,10,0.923351,0.325317,0.566969
0,0.880823,11,0.947488,0.437115,0.555819
0,0.880823,12,0.852553,0.382842,0.555396
0,0.880823,13,0.945711,0.434829,0.683666
0,0.880823,14,0.965674,0.39279,0.685227
0,0.880823,15,0.816539,0.42265,0.792412
0,0.880823,16,0.854761,0.399603,0.79698
1,0.732108,0,0.987543,0.536682,0.29473
1,0.732108,1,0.987734,0.544869,0.278656
1,0.732108,2,0.921064,0.534524,0.284463
1,0.732108,3,0.987734,0.569396,0.284191
1,0.732108,4,0.0305735,0.533515,0.296564
1,0.732108,5,0.963571,0.607995,0.358836
1,0.732108,6,0.985615,0.525822,0.369372
1,0.732108,7,0.904892,0.625792,0.440688
1,0.732108,8,0.898644,0.507685,0.455464
1,0.732108,9,0.751119,0.648029,0.517922
1,0.732108,10,0.0499755,0.46671,0.541324
1,0.732108,11,0.762852,0.597019,0.517868
1,0.732108,12,0.828389,0.551587,0.520188
1,0.732108,13,0.770133,0.583086,0.659051
1,0.732108,14,0.433873,0.584727,0.664109
1,0.732108,15,0.648668,0.585035,0.793836
1,0.732108,16,0.533451,0.58455,0.795817
